,RegionName,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
23,Louisiana,24,,,1200.0,1200.0,1250.0,1250.0,1300.0,1250.0,1150.0,1100.0,1150.0,1250.0,1200.0,1200.0,1200.0,1250.0,1250.0,1200.0,1250.0,1250.0,1200.0,1150.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1100.0,1175.0,1200.0,1200.0,1200.0,1200.0,1225.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1195.0,1195.0,1195.0,1200.0,1200.0,1200.0,1200.0,1200.0,1250.0,1250.0,1200.0,1200.0,1200.0,1250.0,1250.0,1250.0,1250.0,1295.0,1275.0,1250.0,1200.0,1200.0,1200.0,1200.0,1200.0,1250.0,1300.0,1250.0,1200.0,1245.0,1250.0,1200.0,1200.0,1200,1200.0,1200.0,1200.0,1250.0,1250.0,1292.5,1300.0,1300.0,1250.0,1250.0,1250.0,1225.0,1250,1200.0,1200.0,1250,1285.0,1295.0,1275.0,1250,1250.0,1250.0,1250,1200.0,1200,1200.0,1200,1250,1295,1250.0,1250.0,1250.0,1200,1200,1200.0,1200.0,1200
24,Kentucky,25,,,,,1200.0,1197.5,1200.0,1075.0,1062.5,1050.0,1050.0,1095.0,950.0,900.0,895.0,955.0,975.0,975.0,997.0,1000.0,995.0,975.0,949.0,949.0,900.0,900.0,947.5,899.0,850.0,850.0,850.0,850.0,950.0,875.0,875.0,850.0,850.0,850.0,875.0,895.0,900.0,895.0,870.0,895.0,950.0,950.0,895.0,950.0,900.0,895.0,895.0,899.0,975.0,950.0,950.0,963.5,995.0,985.0,995.0,975.0,975.0,975.0,995.0,999.0,1000.0,999.0,1025.0,1000.0,995.0,975.0,995.0,975.0,995.0,995.0,999.0,1000.0,1003.0,1000.0,1029.0,1000.0,1000.0,1000.0,1000,995.0,1000.0,999.0,1075.0,1099.5,1100.0,1100.0,1100.0,1100.0,1095.0,1095.0,1050.0,1050,1047.0,1088.0,1100,1195.0,1195.0,1150.0,1150,1100.0,1095.0,1099,1095.0,1050,1050.0,1099,1125,1150,1197.0,1172.5,1150.0,1100,1150,1145.0,1125.0,1100
25,Oregon,26,,,,,,,,,,,,,,,,,,1195.0,1200.0,1200.0,1212.5,1195.0,1195.0,1175.0,1150.0,1150.0,1150.0,1195.0,1195.0,1199.0,1200.0,1200.0,1250.0,1200.0,1200.0,1195.0,1195.0,1195.0,1195.0,1195.0,1250.0,1250.0,1282.5,1295.0,1295.0,1295.0,1295.0,1278.0,1250.0,1225.0,1250.0,1250.0,1300.0,1325.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1375.0,1395.0,1395.0,1400.0,1445.0,1495.0,1500.0,1500.0,1500.0,1499.0,1500.0,1500.0,1550.0,1595.0,1595.0,1595.0,1495.0,1595.0,1600.0,1600.0,1600.0,1595,1595.0,1600.0,1695.0,1695.0,1749.0,1750.0,1795.0,1799.0,1795.0,1775.0,1750.0,1700.0,1700,1700.0,1700.0,1727,1750.0,1795.0,1795.0,1800,1799.0,1795.0,1750,1700.0,1700,1745.0,1700,1750,1795,1795.0,1800.0,1895.0,1890,1895,1895.0,1850.0,1849
26,Oklahoma,27,,,,,,,,,997.5,1000.0,1075.0,1000.0,1000.0,962.5,900.0,895.0,937.5,950.0,999.0,900.0,950.0,880.0,875.0,895.0,895.0,895.0,950.0,890.0,900.0,900.0,900.0,950.0,900.0,950.0,995.0,900.0,895.0,900.0,950.0,950.0,1000.0,1025.0,995.0,950.0,995.0,1025.0,1037.5,1050.0,1000.0,1000.0,1000.0,1050.0,1150.0,1150.0,1175.0,1195.0,1100.0,1100.0,1100.0,1100.0,1095.0,1100.0,1175.0,1195.0,1195.0,1195.0,1195.0,1150.0,1100.0,1095.0,1100.0,1095.0,1100.0,1100.0,1150.0,1150.0,1100.0,1125.0,1100.0,1100.0,1075.0,1025.0,1050,1050.0,1000.0,1025.0,1070.0,1100.0,1100.0,1100.0,1099.0,1050.0,1000.0,995.0,995.0,995,1000.0,1000.0,1000,1050.0,1075.0,1050.0,1045,1000.0,999.0,1000,1000.0,1000,1000.0,1000,1050,1100,1100.0,1095.0,1095.0,1050,1050,1000.0,1000.0,1000
27,Connecticut,28,,1900.0,1950.0,2125.0,2000.0,2300.0,2000.0,1932.5,1800.0,1800.0,1800.0,1837.5,1900.0,1900.0,2000.0,2200.0,2350.0,2250.0,2115.0,2000.0,1975.0,1900.0,1800.0,1800.0,1800.0,1750.0,1800.0,1800.0,1800.0,1900.0,1850.0,1800.0,1750.0,1700.0,1650.0,1600.0,1600.0,1650.0,1695.0,1700.0,1850.0,1875.0,1950.0,1950.0,1950.0,1900.0,1800.0,1800.0,1800.0,1750.0,1750.0,1800.0,1950.0,2000.0,2000.0,1900.0,1800.0,1800.0,1800.0,1800.0,1800.0,1850.0,1900.0,1900.0,1950.0,1950.0,2000.0,1975.0,1900.0,1900.0,1850.0,1800.0,1800.0,1850.0,1950.0,1975.0,1950.0,1900.0,1875.0,1895.0,1800.0,1800.0,1800,1800.0,1850.0,1850.0,1950.0,2000.0,2000.0,2047.5,2000.0,1997.5,1925.0,1850.0,1850.0,1850,1850.0,1900.0,1950,2000.0,2000.0,2100.0,2000,2000.0,2000.0,1900,1900.0,1875,1900.0,1900,1950,2000,2100.0,2100.0,2000.0,2000,2000,2000.0,1950.0,2000
28,Iowa,29,,,,,,,,,,,,,,,,,,,,,,1100.0,1040.0,997.5,950.0,995.0,1000.0,950.0,975.0,950.0,960.0,950.0,975.0,995.0,992.5,995.0,942.5,945.0,950.0,995.0,1000.0,1000.0,995.0,995.0,1000.0,1050.0,1045.0,1050.0,975.0,950.0,975.0,975.0,1050.0,1050.0,1050.0,1000.0,1035.0,1025.0,1050.0,1050.0,1050.0,1050.0,1100.0,1100.0,1150.0,1100.0,1100.0,1075.0,1000.0,1025.0,1075.0,1075.0,1100.0,1150.0,1150.0,1150.0,1147.5,1050.0,1085.0,1100.0,1075.0,1095.0,1075,1000.0,1094.5,1100.0,1100.0,1125.0,1150.0,1125.0,1100.0,1100.0,1100.0,1100.0,1100.0,1099,1099.0,1110.0,1145,1100.0,1125.0,1150.0,1100,1100.0,1100.0,1100,1100.0,1095,1095.0,1095,1100,1150,1195.0,1150.0,1100.0,1100,1100,1125.0,1125.0,1100
29,Mississippi,30,,,,,,,,,,,,850.0,800.0,850.0,895.0,942.5,950.0,900.0,895.0,900.0,900.0,900.0,900.0,950.0,950.0,950.0,950.0,900.0,900.0,900.0,900.0,857.5,900.0,899.0,899.0,900.0,900.0,900.0,900.0,900.0,925.0,900.0,950.0,950.0,950.0,950.0,895.0,900.0,900.0,900.0,900.0,900.0,900.0,950.0,954.5,1000.0,995.0,995.0,1000.0,990.0,995.0,995.0,1075.0,1050.0,1070.0,1047.5,1025.0,1072.5,1000.0,995.0,1000.0,995.0,925.0,950.0,1000.0,1000.0,1100.0,1095.0,1050.0,1000.0,1050.0,1035.0,1025,1095.0,1050.0,1050.0,1095.0,1100.0,1080.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100,1095.0,1100.0,1100,1150.0,1130.0,1150.0,1195,1175.0,1150.0,1125,1125.0,1150,1150.0,1175,1200,1200,1195.0,1150.0,1150.0,1150,1100,1150.0,1172.5,1150
30,Arkansas,31,,900.0,900.0,850.0,850.0,900.0,900.0,900.0,850.0,850.0,875.0,850.0,837.5,825.0,850.0,850.0,897.5,900.0,900.0,900.0,897.5,875.0,850.0,875.0,850.0,850.0,872.5,850.0,850.0,900.0,905.0,900.0,900.0,950.0,912.5,900.0,900.0,900.0,925.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,925.0,950.0,950.0,950.0,950.0,995.0,995.0,975.0,975.0,975.0,975.0,975.0,975.0,995.0,999.0,1000.0,1000.0,1000.0,995.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1095.0,1050.0,1050.0,1050.0,1025.0,999.5,995.0,1000.0,1000,1000.0,995.0,1000.0,1075.0,1100.0,1100.0,1100.0,1100.0,1050.0,1050.0,1025.0,1000.0,1000,1012.5,1050.0,1050,1100.0,1100.0,1095.0,1100,1100.0,1062.5,1050,1050.0,1050,1050.0,1095,1100,1125,1120.0,1100.0,1100.0,1100,1050,1075.0,1075.0,1050
31,Kansas,32,,,,,,,,,,,,,850.0,775.0,845.0,975.0,995.0,975.0,1000.0,1000.0,1050.0,1000.0,897.5,912.5,950.0,995.0,1000.0,1100.0,1100.0,1050.0,1000.0,1012.5,1050.0,995.0,1000.0,975.0,950.0,1000.0,1035.0,1100.0,1132.5,1100.0,1100.0,1100.0,1095.0,1050.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1095.0,1100.0,1100.0,1095.0,1077.5,1050.0,1050.0,1050.0,1050.0,1095.0,1100.0,1135.0,1150.0,1100.0,1100.0,1095.0,1075.0,1050.0,1050.0,1050.0,1100.0,1100.0,1100.0,1100.0,1195.0,1150.0,1125.0,1095.0,1000.0,1045.0,975,1000.0,1047.5,1095.0,1100.0,1149.5,1135.0,1150.0,1100.0,1050.0,1050.0,1045.0,1050.0,1095,1100.0,1100.0,1100,1100.0,1150.0,1100.0,1095,1079.5,1079.0,1050,1050.0,1080,1095.0,1100,1100,1100,1100.0,1100.0,1095.0,1050,1025,1000.0,1050.0,1050
32,Utah,33,,,,,,,,,,,,,,,,1200.0,1200.0,1225.0,1200.0,1200.0,1195.0,1150.0,1100.0,1100.0,1100.0,1099.0,1100.0,1150.0,1150.0,1150.0,1150.0,1195.0,1195.0,1199.0,1200.0,1200.0,1195.0,1200.0,1210.0,1250.0,1250.0,1295.0,1295.0,1295.0,1295.0,1295.0,1250.0,1250.0,1200.0,1200.0,1200.0,1200.0,1245.0,1250.0,1250.0,1250.0,1275.0,1287.5,1250.0,1250.0,1250.0,1250.0,1295.0,1295.0,1295.0,1295.0,1275.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1295.0,1300.0,1295.0,1305.0,1300.0,1325.0,1395.0,1350.0,1350.0,1350,1350.0,1350.0,1350.0,1400.0,1400.0,1399.0,1425.0,1450.0,1475.0,1495.0,1450.0,1450.0,1450,1450.0,1450.0,1495,1534.5,1545.0,1545.0,1550,1550.0,1550.0,1550,1530.0,1525,1522.5,1500,1525,1550,1595.0,1550.0,1595.0,1600,1600,1575.0,1550.0,1550
33,Nevada,34,,1385.0,1312.5,1295.0,1295.0,1300.0,1250.0,1250.0,1295.0,1275.0,1250.0,1200.0,1200.0,1200.0,1200.0,1200.0,1245.0,1225.0,1200.0,1200.0,1200.0,1200.0,1195.0,1195.0,1195.0,1175.0,1195.0,1179.0,1195.0,1195.0,1195.0,1190.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1195.0,1195.0,1195.0,1195.0,1200.0,1195.0,1195.0,1195.0,1199.0,1199.0,1195.0,1199.0,1199.0,1200.0,1200.0,1250.0,1250.0,1250.0,1245.0,1225.0,1225.0,1250.0,1250.0,1250.0,1290.0,1275.0,1295.0,1295.0,1300.0,1295.0,1295.0,1295.0,1295.0,1295.0,1300.0,1300.0,1300.0,1300.0,1350.0,1299.0,1300.0,1300.0,1300.0,1300,1295.0,1325.0,1350.0,1390.0,1395.0,1400.0,1401.0,1436.0,1427.0,1420.0,1400.0,1425.0,1450,1450.0,1465.0,1495,1500.0,1500.0,1525.0,1545,1550.0,1550.0,1550,1550.0,1595,1595.0,1595,1600,1650,1650.0,1650.0,1650.0,1650,1635,1615.5,1610.0,1600
34,New Mexico,35,,,,,,,,,,,,,1150.0,1100.0,1195.0,1172.5,1200.0,1175.0,1200.0,1175.0,1195.0,1175.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1150.0,1150.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1150.0,1150.0,1150.0,1175.0,1190.0,1150.0,1115.0,1147.5,1100.0,1100.0,1100.0,1100.0,1100.0,1150.0,1150.0,1150.0,1150.0,1150.0,1100.0,1100.0,1100.0,1100.0,1125.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1175.0,1195.0,1200.0,1175.0,1195.0,1195.0,1150,1150.0,1170.0,1150.0,1175.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1225.0,1225.0,1225,1200.0,1200.0,1200,1200.0,1200.0,1250.0,1250,1250.0,1200.0,1200,1200.0,1200,1200.0,1200,1225,1250,1275.0,1250.0,1250.0,1250,1250,1250.0,1250.0,1250
35,West Virginia,36,,,,,,,,,,,,,,,,,1200.0,1250.0,1212.5,1200.0,1200.0,1062.5,1050.0,1100.0,995.0,1000.0,1050.0,1050.0,1100.0,1175.0,1200.0,1200.0,1200.0,1200.0,1195.0,1125.0,1100.0,1000.0,1050.0,1100.0,1100.0,1200.0,1200.0,1200.0,1150.0,1150.0,1150.0,1100.0,1000.0,1100.0,1000.0,1000.0,1125.0,1100.0,1195.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1095.0,1035.0,1035.0,1050.0,1000.0,1075.0,1100.0,1097.5,1025.0,1100.0,1100.0,1050.0,1000.0,1000,1000.0,1000.0,1000.0,1000.0,995.0,1000.0,1000.0,995.0,950.0,1000.0,950.0,975.0,950,995.0,982.5,970,1000.0,1000.0,1000.0,1000,1000.0,975.0,950,950.0,925,925.0,975,975,1000,1000.0,1000.0,1000.0,1000,975,980.0,1000.0,975
36,Nebraska,37,,,,,,,,,,,,,,900.0,925.0,995.0,1095.0,1050.0,1100.0,1097.5,1025.0,1000.0,925.0,950.0,930.0,995.0,1075.0,950.0,1022.5,925.0,962.5,995.0,1000.0,1095.0,1000.0,1000.0,990.0,950.0,995.0,1000.0,1135.0,1100.0,1125.0,1100.0,1075.0,1050.0,1000.0,1000.0,995.0,1000.0,1095.0,1100.0,1100.0,1097.5,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1125.0,1195.0,1195.0,1195.0,1200.0,1195.0,1150.0,1150.0,1150.0,1100.0,1150.0,1100.0,1175.0,1185.0,1200.0,1225.0,1250.0,1250.0,1200.0,1200.0,1200.0,1175,1195.0,1200.0,1200.0,1200.0,1270.0,1250.0,1250.0,1250.0,1250.0,1250.0,1200.0,1200.0,1200,1200.0,1250.0,1280,1295.0,1295.0,1300.0,1300,1292.5,1202.5,1200,1200.0,1200,1200.0,1200,1295,1300,1300.0,1300.0,1295.0,1250,1249,1200.0,1200.0,1200
37,Idaho,38,,,,,,,,,,,,,,,875.0,875.0,850.0,850.0,875.0,875.0,875.0,850.0,850.0,850.0,850.0,825.0,850.0,850.0,895.0,875.0,875.0,895.0,895.0,895.0,895.0,895.0,900.0,895.0,895.0,900.0,925.0,925.0,945.0,925.0,925.0,925.0,949.5,947.5,925.0,925.0,925.0,945.0,950.0,975.0,975.0,995.0,995.0,999.0,995.0,995.0,995.0,995.0,995.0,1000.0,1025.0,1025.0,1050.0,1025.0,1025.0,1000.0,1000.0,999.0,995.0,1000.0,1000.0,1050.0,1050.0,1095.0,1050.0,1100.0,1095.0,1100.0,1095,1095.0,1100.0,1150.0,1195.0,1195.0,1195.0,1200.0,1225.0,1225.0,1250.0,1250.0,1225.0,1225,1250.0,1250.0,1295,1295.0,1300.0,1350.0,1350,1350.0,1375.0,1350,1350.0,1350,1350.0,1350,1350,1350,1400.0,1400.0,1425.0,1450,1445,1400.0,1400.0,1400
38,Hawaii,39,,,,,,,2600.0,2375.0,2250.0,2500.0,2250.0,2100.0,2200.0,2000.0,2200.0,2100.0,2297.5,2200.0,2200.0,2100.0,2150.0,2150.0,2100.0,2100.0,2140.0,2100.0,2200.0,2200.0,2200.0,2200.0,2150.0,2100.0,2100.0,2100.0,2200.0,2100.0,2200.0,2200.0,2250.0,2395.0,2400.0,2450.0,2400.0,2300.0,2300.0,2200.0,2050.0,2150.0,2125.0,2082.5,2000.0,2100.0,2300.0,2400.0,2350.0,2300.0,2350.0,2425.0,2400.0,2400.0,2497.5,2400.0,2500.0,2500.0,2600.0,2700.0,2700.0,2650.0,2650.0,2650.0,2600.0,2600.0,2500.0,2500.0,2600.0,2700.0,2600.0,2650.0,2700.0,2600.0,2550.0,2595.0,2500,2500.0,2595.0,2595.0,2650.0,2695.0,2700.0,2700.0,2700.0,2662.5,2600.0,2600.0,2600.0,2600,2500.0,2600.0,2500,2500.0,2600.0,2600.0,2600,2500.0,2500.0,2500,2500.0,2550,2562.5,2650,2650,2700,2700.0,2700.0,2600.0,2600,2595,2600.0,2600.0,2500
39,Maine,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350.0,1500.0,1500.0,1500.0,1500.0,1425.0,1450.0,1362.5,1350.0,1400.0,1450.0,1500.0,1500.0,1400.0,1350.0,1337.5,1362.5,1362.5,1500.0,1365,1275.0,1395.0,1500.0,1500.0,1700.0,1787.5,1772.5,1750.0,1750.0,1600.0,1585.0,1650.0,1750,1650.0,1675.0,1800,1850.0,1850.0,1900.0,1900,1737.5,1725.0,1600,1637.5,1700,1680.0,1680,1750,1750,1800.0,1800.0,1800.0,1750,1700,1650.0,1700.0,1700
40,New Hampshire,41,,1450.0,1425.0,1600.0,1650.0,1600.0,1600.0,1600.0,1650.0,1600.0,1550.0,1597.5,1500.0,1495.0,1500.0,1500.0,1500.0,1500.0,1650.0,1600.0,1500.0,1450.0,1430.0,1500.0,1450.0,1400.0,1450.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1575.0,1572.5,1500.0,1525.0,1595.0,1600.0,1595.0,1625.0,1600.0,1600.0,1550.0,1595.0,1550.0,1595.0,1550.0,1550.0,1500.0,1500.0,1625.0,1550.0,1645.0,1550.0,1500.0,1500.0,1512.5,1500.0,1500.0,1500.0,1500.0,1600.0,1600.0,1600.0,1650.0,1650.0,1650.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1700.0,1625.0,1700.0,1695.0,1600,1600.0,1662.5,1600.0,1595.0,1785.0,1750.0,1800.0,1750.0,1795.0,1795.0,1800.0,1797.5,1795,1700.0,1750.0,1800,1800.0,1800.0,1850.0,1850,1800.0,1800.0,1800,1800.0,1800,1800.0,1800,1800,1850,1897.5,1900.0,1987.5,1950,1850,1800.0,1800.0,1800
41,Rhode Island,42,,,,,,,,,,,,,,,,,,,,,,1650.0,1600.0,1700.0,1750.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1750.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1850.0,1750.0,1650.0,1650.0,1650.0,1700.0,1700.0,1687.5,1700.0,1700.0,1800.0,1800.0,1750.0,1750.0,1700.0,1700.0,1700.0,1800.0,1800.0,1875.0,1900.0,2000.0,1975.0,1900.0,1800.0,1800.0,1800.0,1800.0,1800.0,1950.0,2000.0,2000.0,2000.0,2000.0,1875.0,1800.0,1850.0,1800.0,1800.0,1800.0,1750,1800.0,1920.0,2025.0,2200.0,2200.0,2200.0,2000.0,2050.0,2000.0,2000.0,2000.0,2000.0,2100,2100.0,2150.0,2200,2300.0,2300.0,2200.0,2000,2000.0,2000.0,2000,2000.0,2100,2100.0,2200,2250,2200,2300.0,2200.0,2150.0,2100,2100,2200.0,2100.0,2100
42,Montana,43,,,,,,,,,,,,,,,,,,,,,,,900.0,925.0,900.0,900.0,897.5,900.0,960.0,1000.0,995.0,995.0,995.0,1000.0,995.0,1000.0,1000.0,1125.0,1150.0,1095.0,1000.0,1061.0,1095.0,1095.0,1075.0,1075.0,1100.0,1000.0,995.0,950.0,925.0,950.0,950.0,995.0,1095.0,1125.0,1025.0,1095.0,1095.0,1037.5,1000.0,1050.0,1035.0,1000.0,1025.0,1075.0,1150.0,1195.0,1195.0,1162.5,1095.0,1095.0,1150.0,1100.0,1100.0,1050.0,1165.0,1100.0,1160.0,1095.0,1100.0,1200.0,1150,1150.0,1100.0,1147.5,1200.0,1250.0,1300.0,1250.0,1250.0,1250.0,1225.0,1212.5,1200.0,1150,1100.0,1150.0,1200,1200.0,1250.0,1337.5,1375,1350.0,1340.0,1295,1295.0,1250,1250.0,1295,1295,1300,1300.0,1322.5,1350.0,1400,1350,1350.0,1300.0,1275
43,Delaware,44,,1295.0,1450.0,1400.0,1425.0,1360.0,1350.0,1400.0,1400.0,1350.0,1500.0,1350.0,1212.5,1295.0,1300.0,1400.0,1350.0,1300.0,1300.0,1300.0,1295.0,1250.0,1250.0,1250.0,1267.5,1250.0,1200.0,1250.0,1250.0,1300.0,1295.0,1217.0,1200.0,1200.0,1250.0,1200.0,1200.0,1250.0,1250.0,1282.5,1300.0,1300.0,1300.0,1300.0,1325.0,1300.0,1300.0,1250.0,1200.0,1200.0,1200.0,1200.0,1295.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1250.0,1300.0,1295.0,1250.0,1300.0,1350.0,1350.0,1350.0,1350.0,1375.0,1350.0,1350.0,1350.0,1350.0,1350.0,1300.0,1400.0,1300.0,1300.0,1362.5,1350.0,1350.0,1350.0,1350,1300.0,1300.0,1300.0,1300.0,1337.5,1350.0,1362.5,1375.0,1375.0,1350.0,1350.0,1350.0,1350,1350.0,1325.0,1400,1400.0,1400.0,1400.0,1400,1400.0,1400.0,1400,1400.0,1400,1395.0,1400,1390,1400,1475.0,1500.0,1500.0,1495,1495,1500.0,1475.0,1450
44,South Dakota,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1147.5,1027.5,1085.0,1100.0,1000.0,1100.0,1150.0,1000.0,1000.0,997.5,1050.0,1000.0,900.0,900.0,900.0,925.0,900.0,900.0,937.5,895.0,925.0,1000.0,975.0,997.5,1015.0,1075.0,1050.0,995.0,1005.0,950.0,1100.0,1187.0,1150.0,1100.0,1100.0,1100.0,1100.0,1075.0,1000.0,1055.0,1062.5,1075.0,1062.5,1100.0,1050.0,1110.0,1000.0,1100,1050.0,1100.0,1100.0,1195.0,1175.0,1200.0,1200.0,1175.0,1100.0,1100.0,1100.0,1175.0,1100,1100.0,1100.0,1100,1100.0,1100.0,1150.0,1150,1150.0,1150.0,1100,1125.0,1125,1100.0,1100,1100,1100,1140.0,1150.0,1150.0,1150,1150,1150.0,1150.0,1180
45,Alaska,46,,,,,,,,,,,,,,,,,,,,,,,1400.0,1495.0,1500.0,1537.5,1592.5,1500.0,1600.0,1500.0,1600.0,1545.0,1500.0,1550.0,1700.0,1650.0,1500.0,1500.0,1625.0,1650.0,1712.5,1750.0,1697.5,1750.0,1695.0,1695.0,1700.0,1600.0,1600.0,1515.0,1500.0,1500.0,1500.0,1750.0,1800.0,1850.0,1800.0,1800.0,1750.0,1750.0,1735.0,1695.0,1700.0,1750.0,1800.0,1800.0,1800.0,1800.0,1750.0,1790.0,1800.0,1800.0,1700.0,1750.0,1750.0,1800.0,1750.0,1700.0,1750.0,1795.0,1700.0,1697.5,1695,1695.0,1650.0,1650.0,1667.5,1650.0,1700.0,1700.0,1750.0,1695.0,1650.0,1650.0,1650.0,1650,1662.5,1650.0,1700,1750.0,1750.0,1750.0,1750,1750.0,1750.0,1700,1675.0,1650,1625.0,1650,1700,1750,1750.0,1750.0,1750.0,1750,1700,1700.0,1700.0,1650
46,North Dakota,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.0,1600.0,1497.5,1495.0,1395.0,1375.0,1375.0,1350.0,1350.0,1375.0,1295.0,1295.0,1300.0,1300.0,1100.0,1250.0,1195.0,1200,1200.0,1200.0,1200.0,1317.5,1350.0,1250.0,1250.0,1247.5,1200.0,1170.0,1170.0,1170.0,1170,1195.0,1250.0,1300,1375.0,1300.0,1275.0,1300,1300.0,1295.0,1300,1297.5,1295,1323.0,1300,1350,1368,1350.0,1295.0,1295.0,1300,1300,1300.0,1300.0,1250
47,District of Columbia,48,,,2150.0,2000.0,2150.0,2500.0,2400.0,2100.0,2175.0,2150.0,2160.0,2200.0,2400.0,2397.5,2400.0,2300.0,2597.5,2525.0,2700.0,2650.0,2635.0,2700.0,2750.0,2500.0,2500.0,2650.0,2500.0,2500.0,2419.0,2615.0,2500.0,2500.0,2600.0,2600.0,2615.0,2585.0,2600.0,2765.0,2750.0,2672.5,2695.0,2947.5,3200.0,3000.0,2895.0,2800.0,2970.0,2900.0,2750.0,2800.0,2695.0,2750.0,2875.0,2950.0,3000.0,2950.0,2800.0,2875.0,2982.5,2900.0,2900.0,2800.0,2995.0,3100.0,3100.0,3000.0,3250.0,3295.0,3200.0,2985.0,2850.0,2850.0,2945.0,3000.0,3000.0,3000.0,3200.0,3200.0,3350.0,3200.0,3000.0,2950.0,2895,2897.5,3000.0,3000.0,3000.0,3149.0,3300.0,3300.0,3300.0,3200.0,3000.0,3100.0,3000.0,3000,3000.0,3000.0,2975,3150.0,3250.0,3300.0,3350,3200.0,3100.0,3000,3150.0,3010,3000.0,3000,3000,3250,3300.0,3400.0,3350.0,3300,3250,3199.5,3200.0,3200
48,Wyoming,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1297.5,1250.0,1300.0,1250.0,1200.0,1100.0,1100.0,1200.0,1200.0,1295.0,1250.0,1200.0,1200.0,1200.0,1250.0,1250.0,1295.0,1200.0,1200.0,1250.0,1200.0,1200.0,1150.0,1150.0,1162.5,1150.0,1100.0,1097.5,1100.0,1100,1000.0,1062.5,1097.5,1100.0,1100.0,1112.5,1100.0,1150.0,1112.5,1100.0,1062.5,1095.0,1100,1050.0,1025.0,1050,1050.0,1100.0,1150.0,1100,1100.0,1100.0,1100,1150.0,1200,1100.0,1100,1100,1125,1150.0,1200.0,1197.5,1275,1250,1197.5,1200.0,1150
49,Puerto Rico,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1450.0,1300.0,1225.0,1300.0,1350.0,1500.0,1350.0,1400.0,1350.0,1375.0,1400.0,1500.0,1500,1425.0,1400.0,1400,1400.0,1500.0,1400.0,1350,1350.0,1350.0,1350,1300.0,1300,1300.0,1300,1300,1300,1500.0,1500.0,1500.0,1500,1500,1675.0,1500.0,1500
